exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.81,283.54,0.81,38.8,6.06,4.2,3.01,54.8,107,0.38,176.7,0.62,176.7,0,0,0,0,-3.01,3.01,38.8,6.06,4.2,0,57.8,226,990,964.8,25.2,0.115,0.00781,0.000311,0.123,0.00489,1.0449826989619377,0.211,0.334,0.0133,24.8,0.925,0.974,0.901,38.7,37.7,38.8,269000
0.82,280.9,0.82,38.6,5.98,4.1,3.01,55.4,107,0.38,173.8,0.62,173.8,0,0,0,0,-3.01,3.01,38.6,5.98,4.1,0,58.4,223,990,964.8,25.2,0.114,0.00751,0.000298,0.122,0.00483,1.0365853658536586,0.207,0.328,0.013,24.8,0.924,0.974,0.9,38.3,37.3,38.1,225000
0.83,273.86,0.83,38.6,6.06,4.15,3.04,54.7,107,0.39,167.3,0.61,167.3,0,0,0,0,-3.04,3.04,38.6,6.06,4.15,0,57.7,216,990,964.8,25.2,0.112,0.00678,0.000269,0.119,0.00471,1.0089020771513353,0.198,0.316,0.0125,24.9,0.923,0.972,0.898,37.5,36.5,36.7,297000
0.84,267.28,0.84,38,5.89,3.97,2.89,53.6,104,0.39,162.9,0.61,162.9,0,0,0,0,-2.89,2.89,38,5.89,3.97,0,56.5,211,990,964.8,25.2,0.11,0.00632,0.00025,0.116,0.00461,1,0.19,0.306,0.0121,24.9,0.922,0.972,0.896,36.7,35.7,35.7,355000
0.85,262.21,0.85,38.2,5.89,3.95,2.91,53.6,105,0.4,157.6,0.6,157.6,0,0,0,0,-2.91,2.91,38.2,5.89,3.95,0,56.5,206,990,964.7,25.3,0.108,0.00578,0.000229,0.114,0.00451,1,0.178,0.291,0.0115,25,0.92,0.971,0.894,35.5,34.5,34.5,398000
0.86,257.73,0.86,37.4,5.74,3.82,2.77,52.2,102,0.4,155.8,0.6,155.8,0,0,0,0,-2.77,2.77,37.4,5.74,3.82,0,55,203,990,964.7,25.3,0.107,0.00558,0.000221,0.113,0.00446,1,0.174,0.286,0.0113,25,0.919,0.971,0.893,35.1,34.1,34.1,277000
0.87,253.96,0.87,37.4,5.75,3.81,2.74,51.8,101,0.4,152.5,0.6,152.5,0,0,0,0,-2.74,2.74,37.4,5.75,3.81,0,54.5,199,990,964.7,25.3,0.106,0.00525,0.000208,0.111,0.0044,1,0.166,0.278,0.011,25,0.918,0.971,0.891,34.4,33.4,33.4,238000
0.88,247.6,0.88,36.6,5.59,3.64,2.61,49.8,98.2,0.4,149.4,0.6,149.4,0,0,0,0,-2.61,2.61,36.6,5.59,3.64,0,52.4,195,990,964.7,25.3,0.104,0.00494,0.000195,0.109,0.00432,1,0.16,0.269,0.0106,25,0.917,0.971,0.89,33.7,32.7,32.7,308000
0.89,240.77,0.89,35.7,5.43,3.48,2.49,48.5,95.6,0.4,145.2,0.6,145.2,0,0,0,0,-2.49,2.49,35.7,5.43,3.48,0,50.9,190,990,964.6,25.4,0.103,0.00452,0.000178,0.107,0.00422,1,0.151,0.258,0.0102,25.1,0.915,0.971,0.888,32.7,31.8,31.8,214000
0.90,234.63,0.9,35.3,5.35,3.38,2.42,46.5,92.9,0.4,141.7,0.6,141.7,0,0,0,0,-2.42,2.42,35.3,5.35,3.38,0,48.9,186,990,964.6,25.4,0.101,0.00417,0.000164,0.105,0.00415,1,0.144,0.249,0.00981,25.1,0.913,0.97,0.886,31.9,31,31,403000
0.91,228.46,0.91,34.8,5.46,3.49,2.51,45.3,91.5,0.4,137,0.6,137,0,0,0,0,-2.51,2.51,34.8,5.46,3.49,0,47.8,181,990,964.6,25.4,0.0993,0.0037,0.000145,0.103,0.00405,1,0.134,0.237,0.00933,25.2,0.911,0.97,0.884,30.8,29.9,29.9,175000
0.92,222.98,0.92,34.4,5.2,3.24,2.29,43.9,89,0.4,133.9,0.6,133.9,0,0,0,0,-2.29,2.29,34.4,5.2,3.24,0,46.2,177,990,964.5,25.5,0.0979,0.00339,0.000133,0.101,0.00398,1,0.128,0.23,0.00902,25.2,0.91,0.97,0.883,30.2,29.3,29.3,306000
0.93,215.56,0.93,34.1,5.16,3.21,2.25,43.1,87.8,0.41,127.7,0.59,127.7,0,0,0,0,-2.25,2.25,34.1,5.16,3.21,0,45.4,170,990,964.5,25.5,0.0956,0.00278,0.000109,0.0984,0.00386,1,0.117,0.215,0.00844,25.3,0.906,0.97,0.879,28.7,27.9,27.9,221000
0.94,208.7,0.94,33.3,4.98,3.12,2.21,40.8,84.3,0.4,124.4,0.6,124.4,0,0,0,0,-2.21,2.21,33.3,4.98,3.12,0,43,166,990,964.5,25.5,0.094,0.00244,0.0000956,0.0965,0.00378,1,0.111,0.207,0.00811,25.3,0.904,0.97,0.876,28,27.1,27.1,241000
0.95,203.86,0.95,32.6,4.86,3.04,2.16,38.8,81.4,0.4,122.4,0.6,122.4,0,0,0,0,-2.16,2.16,32.6,4.86,3.04,0,40.9,163,990,964.4,25.6,0.093,0.00224,0.0000876,0.0953,0.00372,1,0.107,0.203,0.00792,25.4,0.902,0.97,0.875,27.5,26.7,26.7,302000
0.96,200.58,0.96,31.8,4.57,2.96,2.07,36.3,77.7,0.39,122.9,0.61,122.9,0,0,0,0,-2.07,2.07,31.8,4.57,2.96,0,38.3,162,990,964.4,25.6,0.0928,0.00229,0.0000896,0.0951,0.00372,1,0.108,0.203,0.00794,25.4,0.903,0.97,0.876,27.7,26.8,26.8,178000
0.97,195.29,0.97,30,4.45,2.94,2.08,32.1,71.6,0.37,123.7,0.63,123.7,0,0,0,0,-2.08,2.08,30,4.45,2.94,0,34.2,161,990,964.4,25.6,0.0924,0.00238,0.0000929,0.0948,0.0037,1,0.109,0.204,0.00798,25.4,0.904,0.97,0.877,27.9,27,27,247000
0.98,181.33,0.98,28.8,4.36,2.79,2.03,29.3,67.3,0.37,114,0.63,114,0,0,0,0,-2.03,2.03,28.8,4.36,2.79,0,31.4,150,990,964.4,25.6,0.0885,0.00145,0.0000567,0.0899,0.00352,1,0.0929,0.183,0.00715,25.4,0.897,0.969,0.869,25.5,24.7,24.7,206000
0.99,162.01,0.99,25.9,4.28,2.41,2,23.7,58.3,0.36,103.7,0.64,103.7,0,0,0,0,-2,2,25.9,4.28,2.41,0,25.7,136,990,964.5,25.5,0.0836,0.000646,0.0000253,0.0843,0.0033,1,0.0769,0.161,0.00632,25.4,0.887,0.967,0.858,22.9,22.2,22.2,215000
1.00,136.59,1,24.5,4.25,2.25,2,21,54.1,0.4,82.54,0.6,82.54,0,0,0,0,-2,2,24.5,4.25,2.25,0,23,114,990,964.5,25.5,0.0756,0,0,0.0756,0.00297,1,0.0486,0.124,0.00487,25.4,0.86,0.961,0.826,17.7,17,17,62000
