waterYear,days,energy,powerMax,powerMin,powerMean,flowMean,flowMin,flowMax,grossHeadMin,grossHeadMax,netHeadMin,netHeadMax,headlossMax,headlossMin,riverVolume,eFlowVolume,canalVolume,eFlowProportionMean,eFlowProportionMin,eFlowProportionMax,lowFlowShutoffDays,highHeadShutoffDays,lowHeadShutoffDays,lowFlowShutoffProportion,highHeadShutoffProportion,lowHeadShutoffProportion,capFactor,proportion4Units,proportion3Units,proportion2Units,proportion1Units,proportion0Units,shutoffDays,shutoffDaysProportion,bypassVolume,eFlowProportion,generationProportion,bypassProportion,specificEnergy,energyExceedance,energyPctVariation,riverVolumePctVariation,riverFlowPctVariation
2000,365,827.6,194.1,18.32,94.47,1224,138,3690,15,25.6,13,25.4,1.94,0.132,38.6,5.3,18.7,0.234,0.0624,0.49,0,0,0,0,0,0,0.525,0.4,0.11,0.2,0.3,0,0,0,19.9,0.14,0.48,0.52,21.4,0.5956666666666665,-0.014761904761904735,0.10601719197707744,0.10270270270270271
2001,365,869.2,193.1,21.63,99.23,799.5,198.1,2018,18.9,25.6,16.9,25.4,1.94,0.16,25.2,4.55,17.3,0.264,0.0777,0.53,0,0,0,0,0,0,0.551,0.33,0.15,0.24,0.28,0,0,0,7.9,0.18,0.69,0.31,34.5,0.318478260869565,0.03476190476190481,-0.27793696275071633,-0.2797297297297297
2002,365,848.4,191.8,21.63,96.85,1081,197.5,3892,14.5,25.6,12.6,25.4,1.94,0.16,34.1,5.25,18.3,0.252,0.0619,0.525,0,0,0,0,0,0,0.538,0.39,0.12,0.17,0.32,0,0,0,15.8,0.15,0.54,0.46,24.9,0.466363636363637,0.009999999999999972,-0.022922636103151782,-0.026126126126126126
2003,366,817.7,193.6,21.78,93.09,1334,188.1,4431,13.5,25.6,11.6,25.4,1.94,0.161,42.2,5.63,18.9,0.246,0.0539,0.499,0,0,0,0,0,0,0.519,0.4,0.11,0.18,0.32,0,0,0,23.3,0.13,0.45,0.55,19.4,0.6477777777777773,-0.026547619047618994,0.20916905444126088,0.2018018018018018
2004,365,863.3,194,22.54,98.55,641.2,195.8,1320,21.1,25.6,19.3,25.4,1.83,0.166,20.2,3.76,16.3,0.253,0.0991,0.476,0,0,0,0,0,0,0.547,0.32,0.12,0.22,0.33,0,0,0,3.9,0.19,0.81,0.19,42.7,0.3505617977528091,0.027738095238095183,-0.42120343839541546,-0.4223423423423423
2005,365,858.1,192.4,17,97.95,965.3,155.5,2684,17.2,25.6,15.3,25.4,1.94,0.126,30.4,4.95,18,0.255,0.0787,0.538,0,0,0,0,0,0,0.544,0.39,0.099,0.18,0.33,0,0,0,12.4,0.16,0.59,0.41,28.2,0.37977528089887624,0.021547619047619076,-0.12893982808022922,-0.1303603603603604
2006,365,843.4,191.6,24.93,96.28,1472,209.5,4670,13.1,25.5,11.2,25.3,1.94,0.187,46.4,6.07,20,0.245,0.0424,0.496,0,0,0,0,0,0,0.535,0.43,0.11,0.21,0.25,0,0,0,26.4,0.13,0.43,0.57,18.2,0.519117647058824,0.00404761904761902,0.32951289398280803,0.3261261261261261
2007,366,901.4,190.4,26.55,102.6,1305,236.7,3345,15.7,25.4,13.8,25.2,1.94,0.205,41.3,5.51,20.5,0.241,0.0484,0.49,0,0,0,0,0,0,0.572,0.47,0.074,0.19,0.27,0,0,0,20.8,0.13,0.5,0.5,21.8,0.19625000000000023,0.07309523809523807,0.18338108882521487,0.17567567567567569
2008,365,811.7,193,0,92.66,1521,179.5,5806,11.3,25.6,9.41,25.4,1.94,0.167,48,6,20.2,0.239,0.0412,0.48,0,0,23,0,0,0.063,0.515,0.45,0.12,0.15,0.28,0,23,0.06301369863013699,27.8,0.13,0.42,0.58,16.9,0.6849999999999994,-0.03369047619047614,0.37535816618911183,0.37027027027027026
2009,365,873.4,192.3,24.93,99.7,1710,212.1,5180,12.2,25.5,10.3,25.3,1.94,0.187,53.9,6.38,21.4,0.225,0.0469,0.462,0,0,0,0,0,0,0.554,0.48,0.12,0.21,0.19,0,0,0,32.5,0.12,0.4,0.6,16.2,0.2972222222222224,0.039761904761904734,0.5444126074498568,0.5405405405405406
2010,365,877.2,192.6,24.56,100.1,1701,223.9,4449,13.5,25.5,11.6,25.3,1.94,0.187,53.6,6.33,21.7,0.224,0.0518,0.491,0,0,0,0,0,0,0.556,0.5,0.085,0.21,0.21,0,0,0,31.9,0.12,0.4,0.6,16.4,0.28402777777777766,0.04428571428571434,0.5358166189111749,0.5324324324324324
2011,366,922,193,29.02,105,1217,243.7,3585,15.2,25.3,13.3,25.1,1.94,0.229,38.5,5.58,20.3,0.237,0.0625,0.469,0,0,0,0,0,0,0.585,0.44,0.11,0.21,0.24,0,0,0,18.2,0.14,0.53,0.47,23.9,0.13066666666666682,0.09761904761904762,0.10315186246418342,0.0963963963963964
2012,365,849.9,193,24.64,97.02,1344,221.3,3649,15.1,25.5,13.1,25.3,1.94,0.188,42.4,5.41,19.7,0.246,0.0552,0.508,0,0,0,0,0,0,0.539,0.44,0.082,0.2,0.27,0,0,0,22.7,0.13,0.46,0.54,20,0.45272727272727337,0.011785714285714259,0.21489971346704873,0.21081081081081082
2013,365,940.2,193,21.63,107.3,1347,198.1,3614,15.1,25.6,13.2,25.4,1.94,0.16,42.5,5.96,21.2,0.234,0.0566,0.49,0,0,0,0,0,0,0.596,0.46,0.14,0.18,0.22,0,0,0,21.3,0.14,0.5,0.5,22.1,0.08886138613861386,0.11928571428571434,0.21776504297994273,0.21351351351351353
2014,365,899.8,194,25.2,102.7,704.1,207.1,1466,20.6,25.6,18.7,25.4,1.88,0.189,22.2,4.44,17.2,0.272,0.1,0.545,0,0,0,0,0,0,0.571,0.34,0.13,0.21,0.33,0,0,0,5,0.2,0.77,0.23,40.5,0.20151515151515187,0.07119047619047614,-0.3638968481375358,-0.36567567567567566
2015,366,795.6,192.7,21.77,90.58,1020,174.9,2994,16.5,25.6,14.6,25.4,1.94,0.159,32.2,4.73,17.2,0.246,0.0673,0.498,0,0,0,0,0,0,0.505,0.35,0.093,0.2,0.36,0,0,0,15,0.15,0.53,0.47,24.7,0.7778947368421051,-0.05285714285714283,-0.07736389684813742,-0.08108108108108109
2016,365,857.4,193.1,18.46,97.87,1087,155.5,3913,14.5,25.6,12.6,25.4,1.94,0.135,34.3,4.88,18.6,0.24,0.047,0.482,0,0,0,0,0,0,0.544,0.44,0.052,0.19,0.32,0,0,0,15.7,0.14,0.54,0.46,25,0.38370786516853944,0.02071428571428569,-0.01719197707736394,-0.02072072072072072
2017,365,845.6,191.2,21.03,96.53,1614,171.9,4829,12.8,25.6,10.9,25.4,1.94,0.153,50.9,6.01,20.7,0.223,0.0556,0.559,0,0,0,0,0,0,0.536,0.47,0.093,0.19,0.24,0,0,0,30.2,0.12,0.41,0.59,16.6,0.49181818181818204,0.006666666666666694,0.4584527220630373,0.4540540540540541
2018,365,729.7,178.8,17.55,83.3,516.7,156.7,1092,21.8,25.6,20.5,25.4,1.33,0.13,16.3,3.21,13.1,0.251,0.108,0.529,0,0,0,0,0,0,0.463,0.18,0.21,0.22,0.39,0,0,0,3.2,0.2,0.8,0.2,44.8,0.9245117187499999,-0.13130952380952376,-0.5329512893982807,-0.5345045045045045
2019,366,810,192.7,15.39,92.22,1381,128.1,4670,13.1,25.6,11.2,25.4,1.94,0.114,43.7,5.42,18.9,0.22,0.0544,0.444,0,0,0,0,0,0,0.514,0.39,0.12,0.26,0.23,0,0,0,24.8,0.12,0.43,0.57,18.5,0.6956249999999997,-0.03571428571428571,0.2521489971346706,0.24414414414414415
2020,365,916.3,193.5,33.43,104.6,1356,260.1,3732,14.9,25.3,12.9,25,1.94,0.233,42.8,5.96,20.8,0.236,0.051,0.471,0,0,0,0,0,0,0.581,0.46,0.099,0.22,0.22,0,0,0,22,0.14,0.49,0.51,21.4,0.14966666666666698,0.09083333333333328,0.2263610315186246,0.22162162162162163
2021,365,895,193.3,31.66,102.2,1087,263.5,3102,16.2,25.2,14.3,25,1.94,0.232,34.3,5.49,19.1,0.252,0.0704,0.532,0,0,0,0,0,0,0.568,0.42,0.1,0.18,0.3,0,0,0,15.2,0.16,0.56,0.44,26.1,0.2196969696969698,0.06547619047619048,-0.01719197707736394,-0.02072072072072072
2022,365,916.2,191.7,28.17,104.6,1152,228.8,2768,17,25.4,15.1,25.2,1.94,0.224,36.3,5.43,19.9,0.247,0.0618,0.519,0,0,0,0,0,0,0.581,0.44,0.074,0.21,0.27,0,0,0,16.4,0.15,0.55,0.45,25.2,0.15,0.09071428571428578,0.04011461318051572,0.03783783783783784
2023,366,702.1,143.8,27.68,79.93,507.6,217.9,875.5,22.6,25.5,21.7,25.3,0.949,0.213,16.1,3.72,12.3,0.272,0.138,0.462,0,0,0,0,0,0,0.445,0.0055,0.44,0.21,0.34,0,0,0,3.8,0.23,0.76,0.24,43.6,0.9503863987635239,-0.16416666666666663,-0.5386819484240687,-0.5427027027027027
